tweet,sentiment
the same ppl who voted ukip in may are only defending migrants coming to the uk because it seems like the 'conscientious' or 'right' answer.,negative
"if there were an election tomorrow,ukip still wouldnt get a great number of mp's,i hate to say it but i think this country is about finished",negative
remember cameron promised you all this b4 the election 1st class treatment to a/s should have voted ukip u were warned by farage,neutral
"will tomorrow lie about ukip's record, and try again to appeal to north london's champagne socialist clique!",neutral
never forget. ukip share a platform in the eu parliament with these. hope ukip voters are suitably ashamed.,neutral
"labour amendment, likely supported by the snp, green and ukip. some eurosceptic tories may support it - it'll be close",neutral
thursday blackheath by election. vote ukip. you know it makes sense.,positive
i think an emergency council meeting is needed. we trusted ukip at the last election and there's an important by election thursday,neutral
: i hope ukip's thanet council refuse to take any refugees or immigrants & say they are putting the needs of brits 1st,neutral
deplorable and wrong-headed comments by bristol's only ukip councillor. i hope he loses his seat in may and ukip fold,negative
looking forward to becoming a tories or indeed ukip leader one day.......,positive
may be good news for ukip too though corbyn is the most eurosceptic leader since michael foot.,positive
"krav maga.. valentine's park.. the ultimate self defence system... straight from the source"" israel "" this thursday. "" our life is sacred """,neutral
"thanks for watching, valentine! we hope you enjoyed sports sunday on",positive
when there are zero posts about valentine's day because it's august 3rd,neutral
"2 birthdays, valentine's day and now gonna see a 4th time for my anniversary on thursday and i'm so excited! can't wait!!",positive
"it's hogan / andre / ??? / bigelow / honkytonk / macho, right? 3rd guy might be valentine.",neutral
because of valentine's day right?,neutral
ready for valentine's day already so i can see deadpool for the 5th time that weekend !,positive
everyone went to go see j.cole on monday and i'm out here about to go see slipknot and bullet for my valentine tomorrow.,positive
"so comes out on feb 12th. if you ask me, it's the perfect movie for a valentine's date.",positive
so actually going on a date for the first time since valentine's tomorrow would be nice too bad i don't have anyone to go,neutral
while everyone is enjoying valentine's day i'm going to be watching deadpool for the 5th time,neutral
"hi my name is andrew ""i may be a dick but i sure ain't an asshole"" valentine. how do you do?",neutral
"apparently, i wrote an article thingy about valentine's to post on the 14th of feb but completely forgot about it. cool.",neutral
the first time i told someone that i had an interest in girls was at an 8th grade valentine's day dance. i was there with my friend gabby,neutral
. nice! i may get valentine as well. undecided. may get it at a later date. there's quite a few i want to be honest.,positive
how cool is this! valentine was on with us 7/26/2015 & on august 7th 2014! you can listen in! !,positive
anybody wanna see bullet for my valentine with me this october??,positive
"og doge is 4th of july, other doge is valentine's day, kaylei's is today",neutral
"tomorrow is valentine's day, and i can honestly say it's not going to be the worst valentine's day i've ever had.",neutral
hoping to mate going tuesday! loads of us going to blackpool if u can get the pass on valentine's,positive
"ruby falls, the summer break, valentine's day, friday's, when i use to sneek on wednesday and saturdays; it's nothing, just a waste of time?",neutral
i remember how to make it in america premiered on valentine's day in 2010. a sunday. two days later i met paul bailey. :3,positive
"i'll never forget valentine's day back in 8th grade, like seriously i got the cutest present ever! no one will ever be compared to you",positive
"have you ever been to valentine & co, 3rd floor shakespear house 7 shakespear road, , n3 1xe? there is 1 company.",neutral
thought i had to wait till the 14th for bullet for my valentine's new album to release. i got it now!,positive
"will spend nye in utah vs , play on mlk day (jan. 18) ..good news tho: team is off valentine's day & april fool's day",positive
tomorrow is friday. you know what that means! we've got a lot to look forward to- the new bullet for my valentine...,positive
"valentine practiced for first time thursday night: ""even if it was my first day, i felt good running around and flying around""",neutral
i'm gonna listen in the morning. so far the new miss may i is my album of the year followed by the new bullet for my valentine,positive
"imagine ur otp: person a: babe, it's valentine's day person b: woo you better call into work tomorrow im bout to suck the soul outta you",neutral
sorry can't make it to work tomorrow. got drunk and started watching live my bloody valentine videos.,neutral
my 8th grade valentine's i wrote a love note for the guy i liked. instead of giving it to him i threw up in the bathroom.,neutral
